State,District,Market,Commodity,Modal Price,,
Uttar Pradesh,Jaunpur,Jaunpur,Bitter gourd,2580,,
Uttar Pradesh,Jaunpur,Jaunpur,Bottle gourd,2060,,
Uttar Pradesh,Jaunpur,Jaunpur,Brinjal,2450,,
Uttar Pradesh,Jaunpur,Jaunpur,Cucumbar(Kheera),2230,,
Uttar Pradesh,Jaunpur,Jaunpur,Garlic,7200,,
Uttar Pradesh,Jaunpur,Jaunpur,Green Chilli,5025,,
Uttar Pradesh,Jaunpur,Jaunpur,Green Gram (Moong)(Whole),9600,,
Uttar Pradesh,Jaunpur,Jaunpur,Green Gram Dal (Moong Dal),9600,,
Uttar Pradesh,Jaunpur,Jaunpur,Lemon,3600,,
Uttar Pradesh,Jaunpur,Jaunpur,Mango,3300,,
Uttar Pradesh,Jaunpur,Jaunpur,Onion,1575,,
Uttar Pradesh,Jaunpur,Jaunpur,Peas(Dry),5350,,
Uttar Pradesh,Jaunpur,Jaunpur,Pointed gourd (Parval),3550,,
Uttar Pradesh,Jaunpur,Jaunpur,Pomegranate,7250,,
Uttar Pradesh,Jaunpur,Jaunpur,Potato,1190,,
Uttar Pradesh,Jaunpur,Jaunpur,Pumpkin,1650,,
Uttar Pradesh,Jaunpur,Jaunpur,Raddish,2600,,
Uttar Pradesh,Jaunpur,Jaunpur,Rice,2620,,
Uttar Pradesh,Jaunpur,Jaunpur,Ridgeguard(Tori),1750,,
Uttar Pradesh,Jaunpur,Jaunpur,Tomato,8150,,
Uttar Pradesh,Jaunpur,Jaunpur,Wheat,2300,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Apple,10350,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Bengal Gram Dal (Chana Dal),6360,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Bengal Gram(Gram)(Whole),5740,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Bhindi(Ladies Finger),1900,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Bottle gourd,2040,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Brinjal,2430,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Cucumbar(Kheera),2330,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Garlic,7160,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Green Chilli,5120,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Gur(Jaggery),4515,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Lentil (Masur)(Whole),6810,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Mustard,5500,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Onion,1600,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Pointed gourd (Parval),8160,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Pomegranate,7245,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Potato,1200,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Pumpkin,1700,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Raddish,2630,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Tomato,8160,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Wheat,2300,,
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,White Peas,5345,,
Uttar Pradesh,Jaunpur,Shahganj,Apple,10260,,
Uttar Pradesh,Jaunpur,Shahganj,Banana,2800,,
Uttar Pradesh,Jaunpur,Shahganj,Bhindi(Ladies Finger),1640,,
Uttar Pradesh,Jaunpur,Shahganj,Bitter gourd,2550,,
Uttar Pradesh,Jaunpur,Shahganj,Bottle gourd,1850,,
Uttar Pradesh,Jaunpur,Shahganj,Brinjal,2200,,
Uttar Pradesh,Jaunpur,Shahganj,Cowpea(Veg),2800,,
Uttar Pradesh,Jaunpur,Shahganj,Cucumbar(Kheera),2300,,
Uttar Pradesh,Jaunpur,Shahganj,Garlic,7020,,
Uttar Pradesh,Jaunpur,Shahganj,Green Chilli,5000,,
Uttar Pradesh,Jaunpur,Shahganj,Lemon,3650,,
Uttar Pradesh,Jaunpur,Shahganj,Mango,3400,,
Uttar Pradesh,Jaunpur,Shahganj,Mousambi(Sweet Lime),3900,,
Uttar Pradesh,Jaunpur,Shahganj,Onion,1550,,
Uttar Pradesh,Jaunpur,Shahganj,Pointed gourd (Parval),3310,,
Uttar Pradesh,Jaunpur,Shahganj,Pomegranate,7200,,
Uttar Pradesh,Jaunpur,Shahganj,Potato,1150,,
Uttar Pradesh,Jaunpur,Shahganj,Pumpkin,1700,,
Uttar Pradesh,Jaunpur,Shahganj,Raddish,2630,,
Uttar Pradesh,Jaunpur,Shahganj,Ridgeguard(Tori),1550,,
Uttar Pradesh,Jaunpur,Shahganj,Spinach,1550,,
Uttar Pradesh,Jaunpur,Shahganj,Tomato,8100,,
Uttar Pradesh,Jhansi,Baruwasagar,Colacasia,2000,,
Uttar Pradesh,Jhansi,Baruwasagar,Ginger(Green),7000,,
Uttar Pradesh,Jhansi,Gurusarai,Bengal Gram(Gram)(Whole),5350,,
Uttar Pradesh,Jhansi,Gurusarai,Gur(Jaggery),3850,,
Uttar Pradesh,Jhansi,Gurusarai,Lentil (Masur)(Whole),5550,,
Uttar Pradesh,Jhansi,Gurusarai,Onion,1465,,
Uttar Pradesh,Jhansi,Gurusarai,Potato,1240,,
Uttar Pradesh,Jhansi,Gurusarai,Rice,2615,,
Uttar Pradesh,Jhansi,Gurusarai,Tomato,8200,,
Uttar Pradesh,Jhansi,Gurusarai,Wheat,2230,,
Uttar Pradesh,Jhansi,Gurusarai,White Peas,4480,,
Uttar Pradesh,Jhansi,Mauranipur,Apple,9500,,
Uttar Pradesh,Jhansi,Mauranipur,Banana,2300,,
Uttar Pradesh,Jhansi,Mauranipur,Bottle gourd,1900,,
Uttar Pradesh,Jhansi,Mauranipur,Brinjal,2000,,
Uttar Pradesh,Jhansi,Mauranipur,Green Chilli,5500,,
Uttar Pradesh,Jhansi,Mauranipur,Groundnut,6340,,
Uttar Pradesh,Jhansi,Mauranipur,Gur(Jaggery),3840,,
Uttar Pradesh,Jhansi,Mauranipur,Onion,1460,,
Uttar Pradesh,Jhansi,Mauranipur,Potato,1250,,
Uttar Pradesh,Jhansi,Mauranipur,Pumpkin,1580,,
Uttar Pradesh,Jhansi,Mauranipur,Rice,2600,,
Uttar Pradesh,Jhansi,Mauranipur,Tomato,8160,,
Uttar Pradesh,Jhansi,Mauranipur,Wheat,2250,,
Uttar Pradesh,Kannuj,Kannauj,Apple,9700,,
Uttar Pradesh,Kannuj,Kannauj,Banana,2550,,
Uttar Pradesh,Kannuj,Kannauj,Bhindi(Ladies Finger),2200,,
Uttar Pradesh,Kannuj,Kannauj,Bottle gourd,1800,,
Uttar Pradesh,Kannuj,Kannauj,Brinjal,2300,,
Uttar Pradesh,Kannuj,Kannauj,Garlic,7200,,
Uttar Pradesh,Kannuj,Kannauj,Ginger(Green),10100,,
Uttar Pradesh,Kannuj,Kannauj,Green Chilli,5650,,
Uttar Pradesh,Kannuj,Kannauj,Gur(Jaggery),3950,,
Uttar Pradesh,Kannuj,Kannauj,Lemon,3700,,
Uttar Pradesh,Kannuj,Kannauj,Maize,1800,,
Uttar Pradesh,Kannuj,Kannauj,Mustard Oil,12450,,
Uttar Pradesh,Kannuj,Kannauj,Onion,1580,,
Uttar Pradesh,Kannuj,Kannauj,Pomegranate,6800,,
Uttar Pradesh,Kannuj,Kannauj,Potato,1040,,
Uttar Pradesh,Kannuj,Kannauj,Pumpkin,1550,,
Uttar Pradesh,Kannuj,Kannauj,Rice,2550,,
Uttar Pradesh,Kannuj,Kannauj,Ridgeguard(Tori),2050,,
Uttar Pradesh,Kannuj,Kannauj,Tomato,7500,,
Uttar Pradesh,Kannuj,Kannauj,Wheat,2280,,
Uttar Pradesh,Kanpur,Choubepur,Arhar (Tur/Red Gram)(Whole),8750,,
Uttar Pradesh,Kanpur,Choubepur,Bajra(Pearl Millet/Cumbu),2335,,
Uttar Pradesh,Kanpur,Choubepur,Barley (Jau),2160,,
Uttar Pradesh,Kanpur,Choubepur,Bengal Gram(Gram)(Whole),5380,,
Uttar Pradesh,Kanpur,Choubepur,Bhindi(Ladies Finger),2250,,
Uttar Pradesh,Kanpur,Choubepur,Bitter gourd,2400,,
Uttar Pradesh,Kanpur,Choubepur,Brinjal,2400,,
Uttar Pradesh,Kanpur,Choubepur,Corriander seed,8480,,
Uttar Pradesh,Kanpur,Choubepur,Garlic,6700,,
Uttar Pradesh,Kanpur,Choubepur,Ginger(Green),10450,,
Uttar Pradesh,Kanpur,Choubepur,Green Chilli,5700,,
Uttar Pradesh,Kanpur,Choubepur,Green Gram (Moong)(Whole),7625,,
Uttar Pradesh,Kanpur,Choubepur,Gur(Jaggery),4115,,
Uttar Pradesh,Kanpur,Choubepur,Maize,1790,,
Uttar Pradesh,Kanpur,Choubepur,Mustard,5420,,
Uttar Pradesh,Kanpur,Choubepur,Onion,1575,,
Uttar Pradesh,Kanpur,Choubepur,Potato,1145,,
Uttar Pradesh,Kanpur,Choubepur,Rice,2440,,
Uttar Pradesh,Kanpur,Choubepur,Tomato,7200,,
Uttar Pradesh,Kanpur,Choubepur,Wheat,2350,,
Uttar Pradesh,Kanpur,Uttaripura,Apple,8650,,
Uttar Pradesh,Kanpur,Uttaripura,Arhar (Tur/Red Gram)(Whole),8700,,
Uttar Pradesh,Kanpur,Uttaripura,Barley (Jau),2130,,
Uttar Pradesh,Kanpur,Uttaripura,Bengal Gram(Gram)(Whole),5350,,
Uttar Pradesh,Kanpur,Uttaripura,Bhindi(Ladies Finger),2100,,
Uttar Pradesh,Kanpur,Uttaripura,Bitter gourd,2200,,
Uttar Pradesh,Kanpur,Uttaripura,Bottle gourd,1950,,
Uttar Pradesh,Kanpur,Uttaripura,Brinjal,2200,,
Uttar Pradesh,Kanpur,Uttaripura,Garlic,7250,,
Uttar Pradesh,Kanpur,Uttaripura,Ginger(Green),10220,,
Uttar Pradesh,Kanpur,Uttaripura,Green Chilli,5645,,
Uttar Pradesh,Kanpur,Uttaripura,Green Gram (Moong)(Whole),7560,,
Uttar Pradesh,Kanpur,Uttaripura,Gur(Jaggery),4160,,
Uttar Pradesh,Kanpur,Uttaripura,Maize,1760,,
Uttar Pradesh,Kanpur,Uttaripura,Mustard,5450,,
Uttar Pradesh,Kanpur,Uttaripura,Onion,1520,,
Uttar Pradesh,Kanpur,Uttaripura,Potato,1115,,
Uttar Pradesh,Kanpur,Uttaripura,Rice,2430,,
Uttar Pradesh,Kanpur,Uttaripura,Tomato,7280,,
Uttar Pradesh,Kanpur,Uttaripura,Wheat,2245,,
Uttar Pradesh,Kaushambi,Bharwari,Onion,1600,,
Uttar Pradesh,Kaushambi,Bharwari,Potato,1050,,
Uttar Pradesh,Kaushambi,Bharwari,Tomato,7450,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Apple,9900,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Arhar Dal(Tur Dal),12450,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Banana,2635,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Bhindi(Ladies Finger),2150,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Black Gram Dal (Urd Dal),9020,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Bottle gourd,2100,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Brinjal,2230,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Garlic,6530,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Green Chilli,5660,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Gur(Jaggery),3660,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Masur Dal,7530,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Mustard Oil,14400,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Onion,1540,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Paddy(Dhan)(Common),1950,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Papaya,2400,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Pointed gourd (Parval),3640,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Pomegranate,6740,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Potato,1130,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Pumpkin,1760,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Rice,2590,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Ridgeguard(Tori),2100,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Tomato,7520,,
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Wheat,2200,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Apple,9945,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Arhar Dal(Tur Dal),12575,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Banana,2670,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Bhindi(Ladies Finger),2220,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Black Gram Dal (Urd Dal),9030,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Bottle gourd,2120,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Brinjal,2260,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Green Chilli,5760,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Gur(Jaggery),3660,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Masur Dal,7565,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Mustard Oil,14570,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Onion,1590,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Paddy(Dhan)(Common),1980,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Papaya,244.5,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Pomegranate,6660,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Potato,1175,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Pumpkin,1790,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Rice,2615,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Ridgeguard(Tori),2100,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Tomato,7540,,
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Wheat,2285,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Apple,9450,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Banana,2350,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Bottle gourd,1950,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Brinjal,2080,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Firewood,300,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Garlic,5930,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Ginger(Green),9150,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Green Chilli,4490,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),3850,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),1060,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),2500,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Jack Fruit,950,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Lemon,2890,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Mango,2630,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Pomegranate,5930,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Potato,1100,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Sponge gourd,1880,,
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Wheat,2250,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Apple,9960,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Banana,2675,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Bengal Gram(Gram)(Whole),5650,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Bottle gourd,2090,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Brinjal,2350,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Garlic,6675,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Green Chilli,5720,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Gur(Jaggery),3665,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Lentil (Masur)(Whole),6790,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Maize,2050,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Mustard,5500,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Onion,1590,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Paddy(Dhan)(Common),1990,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Papaya,2430,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Pomegranate,6680,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Potato,1185,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Pumpkin,1810,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Rice,2620,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Sugar,3730,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Tomato,7630,,
Uttar Pradesh,Lakhimpur,Lakhimpur,Wheat,2275,,
Uttar Pradesh,Lalitpur,Mehrauni,Barley (Jau),2000,,
Uttar Pradesh,Lalitpur,Mehrauni,Bengal Gram(Gram)(Whole),5400,,
Uttar Pradesh,Lalitpur,Mehrauni,Lentil (Masur)(Whole),6100,,
Uttar Pradesh,Lalitpur,Mehrauni,Peas(Dry),5000,,
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2200,,
Uttar Pradesh,Lucknow,Lucknow,Apple,10200,,
Uttar Pradesh,Lucknow,Lucknow,Arhar Dal(Tur Dal),12700,,
Uttar Pradesh,Lucknow,Lucknow,Banana,2760,,
Uttar Pradesh,Lucknow,Lucknow,Banana - Green,1860,,
Uttar Pradesh,Lucknow,Lucknow,Bengal Gram Dal (Chana Dal),6200,,
Uttar Pradesh,Lucknow,Lucknow,Bengal Gram(Gram)(Whole),5680,,
Uttar Pradesh,Lucknow,Lucknow,Bhindi(Ladies Finger),2325,,
Uttar Pradesh,Lucknow,Lucknow,Bitter gourd,2400,,
Uttar Pradesh,Lucknow,Lucknow,Black Gram (Urd Beans)(Whole),7910,,
Uttar Pradesh,Lucknow,Lucknow,Black Gram Dal (Urd Dal),9050,,
Uttar Pradesh,Lucknow,Lucknow,Bottle gourd,2150,,
Uttar Pradesh,Lucknow,Lucknow,Brinjal,2600,,
Uttar Pradesh,Lucknow,Lucknow,Capsicum,3550,,
Uttar Pradesh,Lucknow,Lucknow,Garlic,6600,,
Uttar Pradesh,Lucknow,Lucknow,Ginger(Green),9850,,
Uttar Pradesh,Lucknow,Lucknow,Green Chilli,5715,,
Uttar Pradesh,Lucknow,Lucknow,Green Gram (Moong)(Whole),8050,,
Uttar Pradesh,Lucknow,Lucknow,Gur(Jaggery),3670,,
Uttar Pradesh,Lucknow,Lucknow,Lemon,4050,,
Uttar Pradesh,Lucknow,Lucknow,Mango,2400,,
Uttar Pradesh,Lucknow,Lucknow,Mango (Raw-Ripe),2780,,
Uttar Pradesh,Lucknow,Lucknow,Mousambi(Sweet Lime),4300,,
Uttar Pradesh,Lucknow,Lucknow,Mustard,5500,,
Uttar Pradesh,Lucknow,Lucknow,Onion,1570,,
Uttar Pradesh,Lucknow,Lucknow,Papaya,2475,,
Uttar Pradesh,Lucknow,Lucknow,Pointed gourd (Parval),3800,,
Uttar Pradesh,Lucknow,Lucknow,Pomegranate,6800,,
Uttar Pradesh,Lucknow,Lucknow,Potato,1170,,
Uttar Pradesh,Lucknow,Lucknow,Pumpkin,1900,,
Uttar Pradesh,Lucknow,Lucknow,Rice,2625,,
Uttar Pradesh,Lucknow,Lucknow,Tomato,7900,,
Uttar Pradesh,Lucknow,Lucknow,Wheat,2310,,
Uttar Pradesh,Lucknow,Lucknow,White Peas,5380,,
Uttar Pradesh,Maharajganj,Gadaura,Banana - Green,1100,,
Uttar Pradesh,Maharajganj,Gadaura,Bottle gourd,800,,
Uttar Pradesh,Maharajganj,Gadaura,Garlic,5400,,
Uttar Pradesh,Maharajganj,Gadaura,Ginger(Green),5500,,
Uttar Pradesh,Maharajganj,Gadaura,Green Chilli,3000,,
Uttar Pradesh,Maharajganj,Gadaura,Jack Fruit,1200,,
Uttar Pradesh,Maharajganj,Gadaura,Onion,1200,,
Uttar Pradesh,Maharajganj,Gadaura,Pointed gourd (Parval),1900,,
Uttar Pradesh,Maharajganj,Gadaura,Potato,1100,,
Uttar Pradesh,Maharajganj,Gadaura,Pumpkin,1300,,
Uttar Pradesh,Maharajganj,Gadaura,Tomato,4300,,
Uttar Pradesh,Maharajganj,Nautnava,Banana - Green,1000,,
Uttar Pradesh,Maharajganj,Nautnava,Cauliflower,1400,,
Uttar Pradesh,Maharajganj,Nautnava,Garlic,2200,,
Uttar Pradesh,Maharajganj,Nautnava,Ginger(Green),3300,,
Uttar Pradesh,Maharajganj,Nautnava,Green Chilli,2100,,
Uttar Pradesh,Maharajganj,Nautnava,Gur(Jaggery),3250,,
Uttar Pradesh,Maharajganj,Nautnava,Onion,1400,,
Uttar Pradesh,Maharajganj,Nautnava,Paddy(Dhan)(Common),2450,,
Uttar Pradesh,Maharajganj,Nautnava,Potato,900,,
Uttar Pradesh,Maharajganj,Nautnava,Rice,2600,,
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2200,,
Uttar Pradesh,Mahoba,Charkhari,Peas(Dry),3850,,
Uttar Pradesh,Mahoba,Mahoba,Apple,9400,,
Uttar Pradesh,Mahoba,Mahoba,Banana,2070,,
Uttar Pradesh,Mahoba,Mahoba,Barley (Jau),1800,,
Uttar Pradesh,Mahoba,Mahoba,Bengal Gram(Gram)(Whole),5150,,
Uttar Pradesh,Mahoba,Mahoba,Bottle gourd,1770,,
Uttar Pradesh,Mahoba,Mahoba,Brinjal,2000,,
Uttar Pradesh,Mahoba,Mahoba,Green Chilli,5760,,
Uttar Pradesh,Mahoba,Mahoba,Groundnut,6800,,
Uttar Pradesh,Mahoba,Mahoba,Gur(Jaggery),3770,,
Uttar Pradesh,Mahoba,Mahoba,Lemon,2500,,
Uttar Pradesh,Mahoba,Mahoba,Lentil (Masur)(Whole),5520,,
Uttar Pradesh,Mahoba,Mahoba,Onion,1470,,
Uttar Pradesh,Mahoba,Mahoba,Pomegranate,5900,,
Uttar Pradesh,Mahoba,Mahoba,Potato,1240,,
Uttar Pradesh,Mahoba,Mahoba,Pumpkin,1640,,
Uttar Pradesh,Mahoba,Mahoba,Rice,2550,,
Uttar Pradesh,Mahoba,Mahoba,"Sesamum(Sesame,Gingelly,Til)",15980,,
Uttar Pradesh,Mahoba,Mahoba,Tomato,8140,,
Uttar Pradesh,Mahoba,Mahoba,Wheat,2200,,
Uttar Pradesh,Mahoba,Mahoba,White Peas,4330,,
Uttar Pradesh,Mainpuri,Bewar,Groundnut,5900,,
Uttar Pradesh,Mainpuri,Bewar,Maize,1730,,
Uttar Pradesh,Mainpuri,Bewar,Potato,800,,
Uttar Pradesh,Mainpuri,Bewar,Wheat,2210,,
Uttar Pradesh,Mainpuri,Ghiraur,Apple,9650,,
Uttar Pradesh,Mainpuri,Ghiraur,Arhar Dal(Tur Dal),12700,,
Uttar Pradesh,Mainpuri,Ghiraur,Banana,2340,,
Uttar Pradesh,Mainpuri,Ghiraur,Bengal Gram(Gram)(Whole),5570,,
Uttar Pradesh,Mainpuri,Ghiraur,Bottle gourd,1430,,
Uttar Pradesh,Mainpuri,Ghiraur,Brinjal,2150,,
Uttar Pradesh,Mainpuri,Ghiraur,Colacasia,2550,,
Uttar Pradesh,Mainpuri,Ghiraur,Garlic,7600,,
Uttar Pradesh,Mainpuri,Ghiraur,Green Chilli,4800,,
Uttar Pradesh,Mainpuri,Ghiraur,Lemon,2900,,
Uttar Pradesh,Mainpuri,Ghiraur,Maize,1975,,
Uttar Pradesh,Mainpuri,Ghiraur,Mango,2960,,
Uttar Pradesh,Mainpuri,Ghiraur,Onion,1310,,
Uttar Pradesh,Mainpuri,Ghiraur,Potato,1015,,
Uttar Pradesh,Mainpuri,Ghiraur,Pumpkin,1200,,
Uttar Pradesh,Mainpuri,Ghiraur,Rice,2965,,
Uttar Pradesh,Mainpuri,Ghiraur,Tomato,7500,,
Uttar Pradesh,Mainpuri,Ghiraur,Wheat,2200,,
Uttar Pradesh,Mainpuri,Mainpuri,Apple,9620,,
Uttar Pradesh,Mainpuri,Mainpuri,Arhar (Tur/Red Gram)(Whole),8650,,
Uttar Pradesh,Mainpuri,Mainpuri,Arhar Dal(Tur Dal),12700,,
Uttar Pradesh,Mainpuri,Mainpuri,Banana,2320,,
Uttar Pradesh,Mainpuri,Mainpuri,Bengal Gram(Gram)(Whole),5570,,
Uttar Pradesh,Mainpuri,Mainpuri,Bhindi(Ladies Finger),1975,,
Uttar Pradesh,Mainpuri,Mainpuri,Black Gram Dal (Urd Dal),9550,,
Uttar Pradesh,Mainpuri,Mainpuri,Bottle gourd,1500,,
Uttar Pradesh,Mainpuri,Mainpuri,Brinjal,2180,,
Uttar Pradesh,Mainpuri,Mainpuri,Colacasia,2585,,
Uttar Pradesh,Mainpuri,Mainpuri,Cucumbar(Kheera),1565,,
Uttar Pradesh,Mainpuri,Mainpuri,Green Chilli,5000,,
Uttar Pradesh,Mainpuri,Mainpuri,Groundnut,6160,,
Uttar Pradesh,Mainpuri,Mainpuri,Gur(Jaggery),3900,,
Uttar Pradesh,Mainpuri,Mainpuri,Lemon,2940,,
Uttar Pradesh,Mainpuri,Mainpuri,Maize,2000,,
Uttar Pradesh,Mainpuri,Mainpuri,Mango,2925,,
Uttar Pradesh,Mainpuri,Mainpuri,Mustard,5455,,
Uttar Pradesh,Mainpuri,Mainpuri,Onion,1400,,
Uttar Pradesh,Mainpuri,Mainpuri,Pomegranate,6525,,
Uttar Pradesh,Mainpuri,Mainpuri,Potato,1040,,
Uttar Pradesh,Mainpuri,Mainpuri,Pumpkin,1300,,
Uttar Pradesh,Mainpuri,Mainpuri,Rice,2985,,
Uttar Pradesh,Mainpuri,Mainpuri,Sponge gourd,1790,,
Uttar Pradesh,Mainpuri,Mainpuri,Tomato,7600,,
Uttar Pradesh,Mainpuri,Mainpuri,Wheat,2201,,
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Onion,2375,,
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Potato,1978,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Apple,5500,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Banana,1150,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Bitter gourd,650,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Bottle gourd,700,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Brinjal,850,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Cucumbar(Kheera),750,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Green Chilli,4600,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Onion,1200,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Potato,1200,,
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Tomato,5000,,
